Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Center Director,canonical_Neighborhood,canonical_Address,canonical_Column,canonical_Eearly Head Start Fund,canonical_Funded Enrollment,canonical_Website,canonical_Program Name,canonical_Site name,canonical_Zip,canonical_Purple binder service type,canonical_Ounce of Prevention Description,canonical_Source,canonical_Number per Site EHS,canonical_Executive Director,canonical_Length of Day,canonical_Fax,canonical_Phone,canonical_Column2,canonical_Director,canonical_Email Address,canonical_ECE Available Programs,canonical_Program Option,canonical_Id,canonical_Head Start Fund,canonical_NAEYC Program Id,canonical_CC fund,canonical_Agency,canonical_IDHS Provider ID,canonical_NAEYC Valid Until,canonical_Number per Site HS,canonical_Progmod 
1058,,914,CPS_Early_Childhood_Portal_scrape.csv, Fernwood,10041 S. Union ,,5352700,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,1.0,915,CPS_Early_Childhood_Portal_scrape.csv, Bennett,10115 S. Prairie ,,5355460,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'roseland',b'10115 s. prairie',b'',b'',b'',b'',b'prekindergarten for all',b'bennett',b'60628',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5355460',b'',b'',b'',b'pfa-reg',b'',b'915',b'',b'',b'',b'',b'',b'',b'',b''
1059,,916,CPS_Early_Childhood_Portal_scrape.csv, Garvey,10309 S. Morgan ,,5352763,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,1.0,917,CPS_Early_Childhood_Portal_scrape.csv, Gallistel,10347 S. Ewing Ave. ,,5356540,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'east side',b'10347 s. ewing ave.',b'',b'',b'',b'',b'prekindergarten for all',b'gallistel',b'60617',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5356540',b'',b'',b'',b'pfa-reg ts',b'',b'917',b'',b'',b'',b'',b'',b'',b'',b''
450,1.0,918,CPS_Early_Childhood_Portal_scrape.csv, Barnard,10354 S. Charles St. ,,5352625,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'beverly',b'10354 s. charles st.',b'',b'',b'',b'',b'prekindergarten for all',b'barnard',b'60643',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5352625',b'',b'',b'',b'pfa-reg',b'',b'918',b'',b'',b'',b'',b'',b'',b'',b''
451,1.0,919,CPS_Early_Childhood_Portal_scrape.csv," Clark, G.R.",1045 S. Monitor Ave ,,5346225,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'austin',b'1045 s. monitor ave',b'',b'',b'',b'',b'prekindergarten for all',"b'clark, g.r.'",b'60644',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5346225',b'',b'',b'',b'pfa-reg',b'',b'919',b'',b'',b'',b'',b'',b'',b'',b''
1060,,920,CPS_Early_Childhood_Portal_scrape.csv, Mt. Vernon,10540 S. Morgan ,,5352825,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,1.0,921,CPS_Early_Childhood_Portal_scrape.csv, Bright,10740 S. Calhoun ,,5356218,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'south deering',b'10740 s. calhoun',b'',b'',b'',b'',b'prekindergarten for all',b'bright',b'60617',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5356218',b'',b'',b'',b'pfa-reg',b'',b'921',b'',b'',b'',b'',b'',b'',b'',b''
1061,,922,CPS_Early_Childhood_Portal_scrape.csv, Addams,10810 S. Ave. H ,,5356210,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,1.0,923,CPS_Early_Childhood_Portal_scrape.csv, Mt. Greenwood,10841 S. Homan Ave ,,5352786,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'mount greenwood',b'10841 s. homan ave',b'',b'',b'',b'',b'prekindergarten for all',b'mt. greenwood',b'60655',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5352786',b'',b'',b'',b'pfa-reg',b'',b'923',b'',b'',b'',b'',b'',b'',b'',b''
454,1.0,924,CPS_Early_Childhood_Portal_scrape.csv, Dunne,10845 S. Union ,,5355517,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'roseland',b'10845 s. union',b'',b'',b'',b'',b'prekindergarten for all',b'dunne',b'60628',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5355517',b'',b'',b'',b'pfa-reg',b'',b'924',b'',b'',b'',b'',b'',b'',b'',b''
455,1.0,925,CPS_Early_Childhood_Portal_scrape.csv, Rudolph,110 N. Paulina ,,5347460,,Prekindergarten For All,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'near west side',b'110 n. paulina',b'',b'',b'',b'',b'prekindergarten for all',b'rudolph',b'60612',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'5-6 hours',b'',b'5347460',b'',b'',b'',b'pfa-fd',b'',b'925',b'',b'',b'',b'',b'',b'',b'',b''
456,1.0,926,CPS_Early_Childhood_Portal_scrape.csv, Holden,1104 W. 31St. St. ,,5357200,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'bridgeport',b'1104 w. 31st. st.',b'',b'',b'',b'',b'prekindergarten for all',b'holden',b'60608',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5357200',b'',b'',b'',b'pfa-reg',b'',b'926',b'',b'',b'',b'',b'',b'',b'',b''
457,1.0,927,CPS_Early_Childhood_Portal_scrape.csv, Ariel Comm,1119 E. 46th St. ,,5351996,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'kenwood',b'1119 e. 46th st.',b'',b'',b'',b'',b'prekindergarten for all',b'ariel comm',b'60653',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5351996',b'',b'',b'',b'pfa-reg',b'',b'927',b'',b'',b'',b'',b'',b'',b'',b''
458,1.0,928,CPS_Early_Childhood_Portal_scrape.csv, Pullman,11311 S. Forrestville ,,5355395,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'pullman',b'11311 s. forrestville',b'',b'',b'',b'',b'prekindergarten for all',b'pullman',b'60628',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5355395',b'',b'',b'',b'pfa-reg',b'',b'928',b'',b'',b'',b'',b'',b'',b'',b''
459,1.0,929,CPS_Early_Childhood_Portal_scrape.csv, Bass,1140 W. 66th St. ,,5353275,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'englewood',b'1140 w. 66th st.',b'',b'',b'',b'',b'prekindergarten for all',b'bass',b'60621',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5353275',b'',b'',b'',b'pfa-reg',b'',b'929',b'',b'',b'',b'',b'',b'',b'',b''
460,0.0155838,930,CPS_Early_Childhood_Portal_scrape.csv, LaSalle/Andersen,1148 N. Honore ,,5344276,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'lincoln park',b'1148 n. honore',b'',b'',b'',b'',b'prekindergarten for all',b'lasalle/andersen',b'60614',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5344276',b'',b'',b'',b'pfa-reg',b'',b'930',b'',b'',b'',b'',b'',b'',b'',b''
461,1.0,931,CPS_Early_Childhood_Portal_scrape.csv, Whistler,11533 S. Ada ,,5355560,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'west pullman',b'11533 s. ada',b'',b'',b'',b'',b'prekindergarten for all',b'whistler',b'60643',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5355560',b'',b'',b'',b'pfa-reg',b'',b'931',b'',b'',b'',b'',b'',b'',b'',b''
462,3.3995e-09,932,CPS_Early_Childhood_Portal_scrape.csv, Pullman West,11941 S. Parnell Ave ,,5355500,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'west pullman',b'11941 s. parnell ave',b'',b'',b'',b'',b'prekindergarten for all',b'pullman west',b'60628',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5355500',b'',b'',b'',b'pfa-reg',b'',b'932',b'',b'',b'',b'',b'',b'',b'',b''
463,1.0,933,CPS_Early_Childhood_Portal_scrape.csv, Metcalfe,12339 S. Normal Av. ,,5355590,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'west pullman',b'12339 s. normal av.',b'',b'',b'',b'',b'prekindergarten for all',b'metcalfe',b'60628',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5355590',b'',b'',b'',b'pfa-reg',b'',b'933',b'',b'',b'',b'',b'',b'',b'',b''
1062,,934,CPS_Early_Childhood_Portal_scrape.csv, Bontemps,1241 West 58th St ,,5359175,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,1.0,935,CPS_Early_Childhood_Portal_scrape.csv, Owens,12450 S. State St. ,,5355661,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'west pullman',b'12450 s. state st.',b'',b'',b'',b'',b'prekindergarten for all',b'owens',b'60628',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5355661',b'',b'',b'',b'pfa-reg',b'',b'935',b'',b'',b'',b'',b'',b'',b'',b''
465,1.0,936,CPS_Early_Childhood_Portal_scrape.csv, Grissom,12810 S. Escanaba ,,5355380,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'hegewisch',b'12810 s. escanaba',b'',b'',b'',b'',b'prekindergarten for all',b'grissom',b'60633',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5355380',b'',b'',b'',b'pfa-reg',b'',b'936',b'',b'',b'',b'',b'',b'',b'',b''
466,1.0,937,CPS_Early_Childhood_Portal_scrape.csv, De Diego,1313 N. Claremont ,,5344451,,Prekindergarten For All,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'west town',b'1313 n. claremont',b'',b'',b'',b'',b'prekindergarten for all',b'de diego',b'60622',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'5-6 hours',b'',b'5344451',b'',b'',b'',b'pfa-reg',b'',b'937',b'',b'',b'',b'',b'',b'',b'',b''
467,1.0,938,CPS_Early_Childhood_Portal_scrape.csv, Clay,13231 S.Burley ,,5355600,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'hegewisch',b'13231 s.burley',b'',b'',b'',b'',b'prekindergarten for all',b'clay',b'60633',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5355600',b'',b'',b'',b'pfa-reg',b'',b'938',b'',b'',b'',b'',b'',b'',b'',b''
468,1.0,939,CPS_Early_Childhood_Portal_scrape.csv, De Priest,139 S. Parkside Ave ,,5346800,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'www.cps.edu',b'',b'139 s parkside ave',b'',b'minnie watson',b'chicago public schools',b'no',b'prekindergarten for all',"b'chicago public schools depriest, oscar'",b'60639',b'',b'',b'dfss_agencysitelies_2012.csv',b'',b'',b'3-4 hours',b'',b'5346800',b'',b'',b'',b'paula cottone',b'austin',b'1495',b'',b'',b'yes',b'',b'',b'minnie watson',b'',b'no'
1063,,940,CPS_Early_Childhood_Portal_scrape.csv, Schiller,1409 N. Ogden ,,5348126,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,1.0,941,CPS_Early_Childhood_Portal_scrape.csv, Carnegie,1414 E. 61st Pl. ,,5350530,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'woodlawn',b'1414 e. 61st pl.',b'',b'',b'',b'',b'prekindergarten for all',b'carnegie',b'60637',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5350530',b'',b'',b'',b'pfa-reg',b'',b'941',b'',b'',b'',b'',b'',b'',b'',b''
321,1.0,942,CPS_Early_Childhood_Portal_scrape.csv, Pilsen,1420 W. 17Th St. ,,5347675,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'www.cps.edu',b'lower west side',b'1420 w. 17th st.',b'',b'dr. adel m. ali',b'chicago public schools',b'no',b'head start',b'pilsen',b'60608',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5347675',b'',b'',b'',b'paula cottone',b'lower west side',b'942',b'',b'',b'yes',b'',b'',b'dr. adel m. ali',b'',b'no'
321,1.0,943,CPS_Early_Childhood_Portal_scrape.csv, Pilsen,1420 W. 17Th St. ,,5347675,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'www.cps.edu',b'lower west side',b'1420 w. 17th st.',b'',b'dr. adel m. ali',b'chicago public schools',b'no',b'head start',b'pilsen',b'60608',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5347675',b'',b'',b'',b'paula cottone',b'lower west side',b'942',b'',b'',b'yes',b'',b'',b'dr. adel m. ali',b'',b'no'
470,1.0,944,CPS_Early_Childhood_Portal_scrape.csv, Blaine,1420 W. Grace ,,5345750,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'lake view',b'1420 w. grace',b'',b'',b'',b'',b'prekindergarten for all',b'blaine',b'60613',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5345750',b'',b'',b'',b'tb',b'',b'2331',b'',b'',b'',b'',b'',b'',b'',b''
471,1.0,945,CPS_Early_Childhood_Portal_scrape.csv, Peirce,1423 W. Bryn Mawr ,,5342440,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'edgewater',b'1423 w. bryn mawr',b'',b'',b'',b'',b'prekindergarten for all',b'peirce',b'60660',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5342440',b'',b'',b'',b'pfa-reg',b'',b'945',b'',b'',b'',b'',b'',b'',b'',b''
322,1.0,946,CPS_Early_Childhood_Portal_scrape.csv, Lozano Bilingual,1424 N. Cleaver ,,5344150,,Prekindergarten For All,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'west town',b'1424 n. cleaver',b'',b'',b'',b'',b'head start',b'lozano bilingual',b'60622',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'5-6 hours',b'',b'5344150',b'',b'',b'',b'pfa-reg',b'',b'566',b'',b'',b'',b'',b'',b'',b'',b''
472,1.0,947,CPS_Early_Childhood_Portal_scrape.csv, West Park Acad,1425 N. Tripp ,,5344940,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'humboldt park',b'1425 n. tripp',b'',b'',b'',b'',b'prekindergarten for all',b'west park acad',b'60651',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5344940',b'',b'',b'',b'pfa-reg',b'',b'947',b'',b'',b'',b'',b'',b'',b'',b''
473,1.0,948,CPS_Early_Childhood_Portal_scrape.csv, Lewis,1431 N. Leamington ,,5343060,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'austin',b'1431 n. leamington',b'',b'',b'',b'',b'prekindergarten for all',b'lewis',b'60651',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5343060',b'',b'',b'',b'pfa-reg',b'',b'948',b'',b'',b'',b'',b'',b'',b'',b''
474,1.0,949,CPS_Early_Childhood_Portal_scrape.csv," Colemon, Johnnie",1441 W. 119th St. ,,5353975,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'west pullman',b'1441 w. 119th st.',b'',b'',b'',b'',b'prekindergarten for all',"b'colemon, johnnie'",b'60643',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5353975',b'',b'',b'',b'pfa-reg',b'',b'949',b'',b'',b'',b'',b'',b'',b'',b''
475,1.0,950,CPS_Early_Childhood_Portal_scrape.csv, Shoop,1460 W. 112Th St. ,,5352715,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'morgan park',b'1460 w. 112th st.',b'',b'',b'',b'',b'prekindergarten for all',b'shoop',b'60643',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5352715',b'',b'',b'',b'pfa-reg',b'',b'950',b'',b'',b'',b'',b'',b'',b'',b''
476,1.0,951,CPS_Early_Childhood_Portal_scrape.csv, Hayt,1518 W. Granville ,,5342040,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'edgewater',b'1518 w. granville',b'',b'',b'',b'',b'prekindergarten for all',b'hayt',b'60660',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5342040',b'',b'',b'',b'pfa-reg',b'',b'951',b'',b'',b'',b'',b'',b'',b'',b''
1064,,952,CPS_Early_Childhood_Portal_scrape.csv, Cuffe,1540 W. 84Th St. ,,5358250,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,1.0,953,CPS_Early_Childhood_Portal_scrape.csv, Harte,1556 E. 56Th St. ,,5350870,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'hyde park',b'1556 e. 56th st.',b'',b'',b'',b'',b'prekindergarten for all',b'harte',b'60637',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5350870',b'',b'',b'',b'pfa-reg',b'',b'953',b'',b'',b'',b'',b'',b'',b'',b''
478,1.0,954,CPS_Early_Childhood_Portal_scrape.csv, Salazar,160 W. Wendell ,,5348310,,Prekindergarten For All,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'near north side',b'160 w. wendell',b'',b'',b'',b'',b'prekindergarten for all',b'salazar',b'60610',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'5-6 hours',b'',b'5348310',b'',b'',b'',b'pfa-fd',b'',b'954',b'',b'',b'',b'',b'',b'',b'',b''
479,1.0,955,CPS_Early_Childhood_Portal_scrape.csv, Burr,1621 W. Wabansia ,,5344090,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'west town',b'1621 w. wabansia',b'',b'',b'',b'',b'prekindergarten for all',b'burr',b'60622',b'',b'',b'ece chicago find a school scrape.csv',b'',b'',b'3-4 hours',b'',b'5344090',b'',b'',b'',b'tb',b'',b'2353',b'',b'',b'',b'',b'',b'',b'',b''
331,1.0,956,CPS_Early_Childhood_Portal_scrape.csv, Cooper,1624 W. 19Th St. ,,5347205,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'www.cps.edu',b'lower west side',b'1624 w. 19th st.',b'',b'ms. martha monrroy',b'chicago public schools',b'no',b'head start',b'cooper',b'60608',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'5-6 hours',b'',b'5347205',b'',b'',b'',b'paula cottone',b'lower west side',b'1489',b'',b'',b'yes',b'',b'',b'ms. martha monrroy',b'',b'no'
331,1.0,957,CPS_Early_Childhood_Portal_scrape.csv, Cooper,1624 W. 19Th St. ,,5347205,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'www.cps.edu',b'lower west side',b'1624 w. 19th st.',b'',b'ms. martha monrroy',b'chicago public schools',b'no',b'head start',b'cooper',b'60608',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'5-6 hours',b'',b'5347205',b'',b'',b'',b'paula cottone',b'lower west side',b'1489',b'',b'',b'yes',b'',b'',b'ms. martha monrroy',b'',b'no'
480,1.0,958,CPS_Early_Childhood_Portal_scrape.csv, Burley,1630 W. Barry ,,5345475,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'lake view',b'1630 w. barry',b'',b'',b'',b'',b'prekindergarten for all',b'burley',b'60657',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5345475',b'',b'',b'',b'pfa-reg',b'',b'2350',b'',b'',b'',b'',b'',b'',b'',b''
481,1.0,959,CPS_Early_Childhood_Portal_scrape.csv, Prescott,1632 W. Wrightwood ,,5345505,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'lincoln park',b'1632 w. wrightwood',b'',b'',b'',b'',b'prekindergarten for all',b'prescott',b'60614',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5345505',b'',b'',b'',b'pfa-reg',b'',b'959',b'',b'',b'',b'',b'',b'',b'',b''
482,1.0,960,CPS_Early_Childhood_Portal_scrape.csv, Moos,1711 N. California ,,5344340,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'west town',b'1711 n. california',b'',b'',b'',b'',b'prekindergarten for all',b'moos',b'60647',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5344340',b'',b'',b'',b'pfa-reg',b'',b'960',b'',b'',b'',b'',b'',b'',b'',b''
483,1.0,961,CPS_Early_Childhood_Portal_scrape.csv, Courtenay,1726 W. Berteau ,,5345790,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'lake view',b'1726 w. berteau',b'',b'',b'',b'',b'prekindergarten for all',b'courtenay',b'60613',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5345790',b'',b'',b'',b'pfa-reg',b'',b'961',b'',b'',b'',b'',b'',b'',b'',b''
336,1.0,962,CPS_Early_Childhood_Portal_scrape.csv, Yates,1839 N. Richmond ,,5344550,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'www.cps.edu',b'logan square',b'1839 n. richmond',b'',b'mr. harry randell',b'chicago public schools',b'no',b'head start',b'yates',b'60647',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'5-6 hours',b'',b'5344550',b'',b'',b'',b'paula cottone',b'logan square',b'2087',b'',b'',b'yes',b'',b'',b'mr. harry randell',b'',b'no'
484,1.0,963,CPS_Early_Childhood_Portal_scrape.csv, Talcott,1840 W. Ohio ,,5347130,,Prekindergarten For All,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'west town',b'1840 w. ohio',b'',b'',b'',b'',b'prekindergarten for all',b'talcott',b'60622',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'5-6 hours',b'',b'5347130',b'',b'',b'',b'pfa-reg',b'',b'963',b'',b'',b'',b'',b'',b'',b'',b''
485,1.0,964,CPS_Early_Childhood_Portal_scrape.csv, McAuliffe,1841 N. Springfield ,,5344400,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'hermosa',b'1841 n. springfield',b'',b'',b'',b'',b'prekindergarten for all',b'mcauliffe',b'60647',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5344400',b'',b'',b'',b'pfa-reg',b'',b'964',b'',b'',b'',b'',b'',b'',b'',b''
486,1.0,965,CPS_Early_Childhood_Portal_scrape.csv, Sayre Lang Acad,1850 N. Newland ,,5343351,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'austin',b'1850 n. newland',b'',b'',b'',b'',b'prekindergarten for all',b'sayre lang acad',b'60635',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5343351',b'',b'',b'',b'pfa-reg',b'',b'965',b'',b'',b'',b'',b'',b'',b'',b''
487,1.0,966,CPS_Early_Childhood_Portal_scrape.csv, Pritzker,2009 W. Schiller St. ,,5344415,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'west town',b'2009 w. schiller st.',b'',b'',b'',b'',b'prekindergarten for all',b'pritzker',b'60622',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5344415',b'',b'',b'',b'pfa-reg',b'',b'966',b'',b'',b'',b'',b'',b'',b'',b''
488,1.0,967,CPS_Early_Childhood_Portal_scrape.csv, Walsh,2015 S. Peoria ,,5347950,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'lower west side',b'2015 s. peoria',b'',b'',b'',b'',b'prekindergarten for all',b'walsh',b'60608',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5347950',b'',b'',b'',b'pfa-reg',b'',b'967',b'',b'',b'',b'',b'',b'',b'',b''
489,1.0,968,CPS_Early_Childhood_Portal_scrape.csv, Burbank,2035 N. Mobile ,,5343000,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'belmont cragin',b'2035 n. mobile',b'',b'',b'',b'',b'prekindergarten for all',b'burbank',b'60639',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5343000',b'',b'',b'',b'pfa-reg',b'',b'968',b'',b'',b'',b'',b'',b'',b'',b''
490,1.0,969,CPS_Early_Childhood_Portal_scrape.csv," Armstrong , G.",2110 W. Greenleaf ,,5342150,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'',b'west ridge',b'2110 w. greenleaf',b'',b'',b'',b'',b'prekindergarten for all',"b'armstrong , g.'",b'60645',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'3-4 hours',b'',b'5342150',b'',b'',b'',b'pfa-reg',b'',b'969',b'',b'',b'',b'',b'',b'',b'',b''
